BTC:USDT_timestamp,BTC:USDT_sma_9,BTC:USDT_sma_20,BTC:USDT_sma_50,BTC:USDT_rsi,BTC:USDT_bollinger_up,BTC:USDT_bollinger_down,BTC:USDT_adx,BTC:USDT_macd_diff,BTC:USDT_obv,BTC:USDT_ichimoku_conversion,BTC:USDT_stochastic_k,BTC:USDT_stochastic_d,BTC:USDT_aroon_up,BTC:USDT_aroon_down,BTC:USDT_target
2017-10-05,4276.688888888887,4009.9585000000006,4159.184200000001,55.260236863335365,4547.0599395539875,3472.857060446014,25.57552905906528,49.36076116079217,-611.059259,4217.22,38.586867093459894,53.88991722255906,7.142857142857143,78.57142857142857,0.017838380590947223
2017-10-06,4296.244444444443,4042.661000000001,4160.8626,57.272369602911866,4583.564225240858,3501.757774759144,24.340251946583926,47.04496268791405,-104.53008299999999,4256.82,38.128321059191286,41.74650118089095,0.0,71.42857142857143,0.012359807736324058
2017-10-07,4323.855555555554,4078.8115000000007,4167.155200000001,58.68362291953968,4619.917527143453,3537.705472856548,22.898549933792744,46.297183167010054,193.06741700000003,4256.82,60.81686012569063,45.84401609278056,0.0,64.28571428571429,0.04906172281257071
2017-10-08,4375.556666666665,4109.061000000001,4177.155600000001,63.85071849268288,4702.136371125767,3515.985628874234,21.746371337776175,56.86816594264518,711.529421,4384.0,79.59074124933936,59.511974144740385,0.0,100.0,0.03167025862068962
2017-10-09,4420.938888888886,4152.906500000001,4191.1688,66.87214553327276,4807.149201091096,3498.663798908906,21.528928376788606,69.37933985620802,1357.992566,4499.99,89.40502723788764,76.60420953763918,0.0,100.0,-0.0008126259935865576
2017-10-10,4465.892222222219,4197.059500000001,4206.51,66.71318518250699,4894.814406438465,3499.304593561537,21.558985172935046,72.66634561720609,314.7707929999999,4535.0,85.67266381858285,84.88947743526991,0.0,100.0,0.008022061190952945
2017-10-11,4514.939999999997,4257.6315,4222.1386,67.53299417028444,4951.33433653087,3563.928663469131,21.58689505507102,72.53082438088072,1068.200189,4535.0,79.63330250696906,84.90366452114648,0.0,92.85714285714286,0.1262218885268478
2017-10-12,4639.384444444441,4349.338000000001,4248.4584,77.14673039812322,5146.136105057965,3552.539894942036,23.116836324550597,106.48075326373754,2344.9016709999996,4774.995,83.70832481000267,83.0047637118515,7.142857142857143,100.0,0.04051197053406996
2017-10-13,4799.538888888885,4442.837,4275.1378,79.50871225114575,5377.408419958888,3508.265580041113,25.247754563716285,134.97347340632092,4224.729291,4978.085,87.49228884918165,83.61130538871777,0.0,100.0,0.038939960849418975
2017-10-14,4974.823333333329,4553.3355,4306.924,81.56130291816459,5606.6050338701225,3500.065966129878,27.30811492082721,158.24636804403676,5195.488337,5096.0,93.80619859374487,88.3356040843097,35.714285714285715,100.0,-0.027257286639329914
2017-10-15,5123.8222222222175,4642.797500000001,4334.375,75.62823515159785,5767.47521237585,3518.1197876241513,28.335810557545347,152.41554767651022,3851.964962,5117.43,88.29661669924614,89.86503471405751,28.571428571428573,100.0,0.008761836710747373
2017-10-16,5272.379999999995,4736.6810000000005,4363.3751999999995,76.21096489370983,5904.424402154757,3568.9375978452435,29.290099363069327,141.70498188296574,5380.961424,5173.65,88.47809794515831,90.19363774604973,21.42857142857143,92.85714285714286,-0.028649206079145673
2017-10-17,5378.491111111106,4806.781000000001,4387.541399999999,70.2449279261325,6003.523707717894,3610.038292282108,29.789894812525294,114.45038882837054,3951.092048,5236.15,69.18635802632852,81.98702422357762,14.285714285714286,85.71428571428572,-0.014823949955317217
2017-10-18,5459.058888888884,4873.659000000001,4406.032999999999,67.38948963657086,6071.085524641894,3676.232475358107,28.290127489822535,83.23234906070053,1633.287675,5301.445,59.56106424299864,72.40850673816179,7.142857142857143,78.57142857142857,0.031175277482465624
2017-10-19,5559.1522222222175,4949.1195,4428.608199999999,70.10127545965658,6151.051152257728,3747.1878477422715,27.223154935010687,67.23635993576539,3515.009782,5316.15,55.439076104224306,61.39549945785046,0.0,71.42857142857143,0.05737433804254133
2017-10-20,5691.216666666663,5030.6945,4454.310599999999,74.4444523540767,6286.879384680202,3774.509615319798,27.215729316311403,71.31169916795801,5487.987002,5460.08,72.44216131918706,62.48076722213665,0.0,100.0,0.0024891805504483333
2017-10-21,5757.32444444444,5113.019,4478.111799999999,74.62654259278436,6402.798506146678,3823.2394938533225,27.34121526554694,67.73432226727812,7152.294695,5604.475,83.60904502858052,70.49676081733061,0.0,100.0,-0.012439895966286918
2017-10-22,5790.662222222218,5191.52,4507.669399999998,71.86382477977564,6484.397531091008,3898.6424689089927,26.949726205290144,53.65567678519153,5790.202479,5604.475,86.09389217566708,80.71503284114488,0.0,92.85714285714286,-0.0057293925062437134
2017-10-23,5795.766666666663,5271.816500000001,4535.806399999999,70.58388709697743,6534.8607059924,4008.772294007602,26.209578701033703,36.21836306245814,3977.6447639999997,5604.475,76.71304946913374,82.13866222446045,0.0,85.71428571428572,-0.07418951880769387
2017-10-24,5769.882222222219,5335.238500000001,4563.344799999999,56.605414084507885,6502.0819616566805,4168.395038343322,24.901868632040486,-8.326583511825106,1397.2259969999996,5604.475,48.925443413667004,70.57746168615594,0.0,78.57142857142857,0.038882386987108
2017-10-25,5762.1011111111075,5405.116500000002,4589.815199999998,60.674913479400814,6477.34396480908,4332.889035190924,23.1400242479996,-25.90778918458352,3680.0392019999995,5604.475,37.28925880614239,54.30925056298105,0.0,71.42857142857143,0.030189859736133196
2017-10-26,5791.7422222222185,5479.755000000002,4614.655199999998,63.637168075010834,6456.682385766153,4502.827614233851,22.211953802355172,-28.235970885655036,5653.005083999999,5604.475,40.60614763335678,42.27361661772206,0.0,64.28571428571429,-0.01585527920747498
2017-10-27,5820.272222222218,5547.046500000002,4636.199599999998,60.96155396688917,6401.236864199268,4692.856135800736,21.46497339953689,-37.71126200615856,4249.298667999999,5728.99,59.610292092421396,45.83523284397352,35.714285714285715,57.142857142857146,-0.00852685899913841
2017-10-28,5824.243333333329,5601.028500000002,4664.936399999999,59.53482155818743,6348.956294383172,4853.100705616833,20.69819843965706,-48.291538044191554,2972.544255999999,5728.99,65.22454661377158,55.14699544651658,28.571428571428573,50.0,0.07873572462602518
2017-10-29,5842.0177777777735,5670.180000000002,4703.159799999999,67.12143187576434,6357.540652670686,4982.819347329319,20.934012204347066,-27.020857878012407,4777.322428999999,5738.43,73.66282750717176,66.16588873778824,21.42857142857143,100.0,-0.008019474941571847
2017-10-30,5852.632222222218,5737.0520000000015,4742.962399999999,65.66472458009385,6318.204691556943,5155.89930844306,21.29927862072145,-18.737418349521874,3303.635385999999,5767.83,79.83592706507262,72.9077670620053,14.285714285714286,100.0,0.05595948043460508
2017-10-31,5909.629999999995,5819.130500000002,4788.052999999999,70.44599202613739,6317.64659865566,5320.6144013443445,22.2172794075616,6.029592993966276,4815.410310999999,5892.495,91.01439314983965,81.504382574028,7.142857142857143,100.0,0.04502243540151629
2017-11-01,6002.746666666662,5885.329500000002,4839.8582,73.78583315155687,6498.104563574624,5272.554436425379,23.614285368217907,36.5282314490895,6491.0254989999985,6030.825,91.14654451300282,87.33228824263836,0.0,100.0,0.039384185324801146
2017-11-02,6174.18555555555,5953.829500000002,4901.364,76.41026698578185,6730.445719595556,5177.213280404448,25.707670490139158,67.3431332427491,8994.636301999999,6293.49,92.40282530272498,91.5212543218558,42.85714285714286,100.0,0.013541349120652857
2017-11-03,6332.52444444444,6016.082000000001,4979.8844,77.28546102681186,6941.234641580784,5090.929358419218,27.71158998067452,85.67841462296354,10886.133893999999,6488.1849999999995,87.89017695939009,90.47984892503929,35.714285714285715,100.0,0.03401948548426992
2017-11-04,6498.671111111105,6098.437000000001,5053.0262,79.38295054612962,7179.9637240544425,5016.910275945559,29.747191041251966,104.41582591755775,12285.325660999999,6555.51,85.5020871771318,88.59836314641562,28.571428571428573,100.0,-0.001641953544132213
2017-11-05,6673.802222222217,6177.686500000001,5125.6274,78.99092029819357,7374.541444231309,4980.831555768693,31.77567561467696,105.96707069536888,11077.493331,6610.139999999999,84.62415521869286,86.00547311840491,21.42857142857143,100.0,-0.05240156242129013
2017-11-06,6811.633333333328,6245.9425,5190.83,67.54524326384801,7457.702359177944,5034.182640822056,32.07984377844492,72.63165680035928,9314.47407,6619.13,67.27594267684809,79.13406169089092,14.285714285714286,92.85714285714286,0.014930777055568
2017-11-07,6910.973333333329,6323.5415,5251.410599999999,68.85734393245684,7536.148417451373,5110.934582548628,32.34271364336464,50.20662860964353,10754.733564,6810.125,44.81811657525069,65.57273815693055,7.142857142857143,85.71428571428572,0.03382766801999981
2017-11-08,7042.3622222222175,6404.4965,5319.2698,71.69145639709792,7651.18821373315,5157.80478626685,33.498499899718965,44.29908210202211,13577.032366,6935.01,37.434626408850455,49.842895220316414,0.0,100.0,-0.030536765712720793
2017-11-09,7110.9166666666615,6457.995500000001,5382.8696,65.68381994208048,7724.062651085945,5191.928348914057,34.57172999490513,19.471243743515515,11663.634058,7054.02,40.0853959081824,40.779379630761184,14.285714285714286,92.85714285714286,-0.08093373013238725
2017-11-10,7083.472222222217,6482.0960000000005,5440.809399999999,53.32008650415807,7732.528074994842,5231.6639250051585,33.080038441960625,-38.294511926652206,8408.929952999999,7012.515,37.74435465964504,38.42145899222597,7.142857142857143,85.71428571428572,-0.0402536967994368
2017-11-11,6997.368888888885,6496.847500000001,5493.793,48.79836102585047,7728.645833508741,5265.049166491261,31.297032254095264,-93.73725988939174,5654.773091999999,6935.01,21.21777362651952,33.01584139811566,0.0,78.57142857142857,-0.06949824260814574
2017-11-12,6852.478888888884,6491.602500000001,5534.4136,42.384371102760134,7734.097246320851,5249.107753679151,30.093663519954394,-155.58632675224584,686.2900229999996,6547.515,15.065045140616768,24.675724475593782,100.0,71.42857142857143,0.11270979499331446
2017-11-13,6753.467777777772,6541.050500000001,5590.532999999999,52.52524703158341,7693.557551734985,5388.543448265017,28.819335822162365,-148.3577476502756,3307.5330619999995,6547.515,27.921211856592645,21.401343541242984,92.85714285714286,64.28571428571429,0.01685743405108875
2017-11-14,6667.909999999994,6585.3005,5643.617799999999,53.97704461801284,7669.648155182105,5500.952844817895,27.63603153135548,-132.715326796439,4561.825593,6547.515,46.33965912867038,29.77530537529327,85.71428571428572,57.142857142857146,0.10115148464104129
2017-11-15,6699.014444444439,6654.215000000001,5710.772,61.6775933708474,7720.918205085591,5587.511794914411,26.135709204437166,-76.82970109035989,6341.431438,6547.515,72.068093496546,48.776321493936344,78.57142857142857,50.0,0.08624790402289473
2017-11-16,6787.954444444438,6758.9985000000015,5784.201999999999,67.2229018785093,7868.103561232196,5649.893438767807,25.806145548155374,-1.0678323205372067,8673.388187999999,6632.505,86.03900220643128,68.14891827721588,71.42857142857143,100.0,-0.02101977239493935
2017-11-17,6831.975555555549,6857.976000000001,5854.6957999999995,64.55956190842697,7931.133326702804,5784.818673297197,25.572651514580514,32.78295198921501,4690.992262999999,6657.005,93.83840268672004,83.98183279656577,64.28571428571429,100.0,0.008150208008894433
2017-11-18,6907.747777777772,6937.5740000000005,5926.440799999999,65.12440812618672,8030.773782700284,5844.374217299717,25.284245558495574,53.06970389410509,8645.25874,6657.005,90.306572638594,90.0613258439151,57.142857142857146,92.85714285714286,0.03556585080534003
2017-11-19,7077.861111111106,7033.4490000000005,5999.6305999999995,67.5729787579836,8159.052480092315,5907.845519907686,25.48900822979947,77.28330728835488,12512.599183999999,6724.08,89.4344285957282,91.19313464034741,50.0,100.0,0.02164717591440657
2017-11-20,7296.411111111106,7120.899,6076.3009999999995,69.04803870682397,8324.687712356095,5917.110287643905,25.964875726860637,95.99949296002444,16399.233532,6822.5,90.76109328538944,90.16736483990388,42.85714285714286,100.0,-0.011262786166585492
2017-11-21,7552.908888888884,7189.1755,6151.0912,67.29569177911245,8455.263734499847,5923.087265500153,25.98642603143157,93.06329883199442,11854.759515999998,7049.995,85.71182349602475,88.6357817923808,35.714285714285715,100.0,0.010642267821580287
2017-11-22,7746.23444444444,7248.472500000001,6229.009599999999,68.10997870660893,8586.360138374359,5910.584861625643,26.006437028533153,87.91460264401138,15399.765225999998,7355.535,80.93150739101254,85.80147472414224,28.571428571428573,92.85714285714286,-0.02265803224988794
2017-11-23,7906.789999999995,7293.719999999999,6305.237599999999,64.39468892839501,8671.123714253743,5916.316285746256,25.75598833291725,64.068578463304,11305.812538999999,7487.995,66.92838546301893,77.85723878335206,21.42857142857143,85.71428571428572,0.014714482187633715
2017-11-24,8006.561111111107,7332.7654999999995,6382.148999999999,65.67451983508275,8758.564006121725,5906.966993878274,25.083818316181603,49.004194806115834,15717.601650999999,7738.0,61.90851651534083,69.9228031231241,14.285714285714286,78.57142857142857,0.06905996559351202
2017-11-25,8099.39555555555,7400.5154999999995,6468.769199999999,71.01750008439906,8945.954806171205,5855.076193828794,25.15614352935183,68.45702544699498,20010.225333,8078.39,67.2821850589795,65.37302901244641,7.142857142857143,100.0,0.04919649517644231
2017-11-26,8258.154444444439,7508.9105,6562.8696,74.29859215419667,9211.687486331133,5806.133513668867,26.143525177169668,99.81723341387078,24157.60557,8386.0,79.2460640813049,69.47892188520841,0.0,100.0,0.057184361997453914
2017-11-27,8467.938888888884,7638.208499999999,6663.0696,77.62536510492122,9564.305193058532,5712.111806941467,27.430693424798545,142.76624308558382,28679.231277,8652.305,93.74684815030874,80.09169909686437,0.0,100.0,0.025575129533678576
2017-11-28,8674.472222222217,7767.898499999998,6765.266599999999,79.00886205677877,9922.044421633685,5613.752578366311,28.9404514863128,172.84069322064704,33596.442262,8870.0,94.31467142785304,89.10252788648889,0.0,100.0,-0.02110985369008167
2017-11-29,8838.458888888885,7898.293,6863.362999999999,74.79284969904911,10181.920798123845,5614.665201876154,31.403186598318033,163.79214183113936,20243.903546999994,9550.515,82.50680296141086,90.18944084652422,0.0,100.0,0.01559474312233422
2017-11-30,9029.508888888884,8064.891999999998,6963.7136,75.79857338429174,10403.699884659192,5726.084115340804,33.69001205946575,153.2974345917628,29633.477875999994,9575.015,65.06723831679955,80.62957090202116,0.0,92.85714285714286,0.09594814899135695
2017-12-01,9315.849999999997,8291.788999999999,7070.7734,80.92098412585626,10757.420702715546,5826.1572972844515,35.813492844817205,192.70127543945205,35768.401508999996,9575.015,59.541153271532714,69.03839818324771,7.142857142857143,85.71428571428572,0.009924890962525357
2017-12-02,9634.741111111107,8545.738,7175.5740000000005,81.40157275009946,10983.092456123277,6108.383543876722,37.97295234713004,207.45971710539106,40533.841265999996,9575.015,71.36565672552696,65.32468277128642,0.0,78.57142857142857,0.025289232975910902
2017-12-03,9971.119999999995,8780.708999999999,7281.4824,82.61516230626917,11276.168314482211,6285.249685517787,40.32735055102251,216.2700136991865,45880.47779,9957.5,82.2318468263391,71.04621894113292,0.0,100.0,0.037042079063823063
2017-12-04,10291.007777777773,9030.9095,7398.8626,84.2746937973165,11594.103459141408,6467.715540858591,42.51357745463695,229.21631774552543,50543.902352,10172.5,85.67425639848733,79.75725331678446,7.142857142857143,92.85714285714286,0.010449088867777956
2017-12-05,10576.782222222218,9253.905999999999,7517.661999999999,84.73379669073643,11928.681368679769,6579.13063132023,44.67315004731027,224.8808456975919,56094.634407,10186.5,88.52810296729952,85.47806873070864,0.0,100.0,0.1581249214742919
2017-12-06,11010.121111111108,9538.1835,7676.762999999999,89.69031978220673,12721.962595988127,6354.4044040118715,47.29896525669453,319.77342284733504,62802.580726,11067.615,94.48311496617235,89.56182477731973,14.285714285714286,100.0,0.22501392983789725
2017-12-07,11754.809999999996,9983.173999999999,7898.501799999999,93.45927597449236,14300.46825247064,5665.879747529357,50.229906474126366,547.6673238308535,70289.646421,12584.98,96.96395111860716,93.325056350693,7.142857142857143,100.0,-0.043315862401349436
2017-12-08,12442.823333333328,10389.077,8102.423799999999,85.51956573508149,15282.719402044102,5495.434597955897,53.0083230230018,605.2672920687019,52700.633284999996,13027.895,92.12859141833405,94.52521916770452,0.0,100.0,-0.07707367758186401
2017-12-09,12978.057777777773,10719.9805,8275.345,73.99563325436753,15823.47740842063,5616.48359157937,53.376221150053986,519.5078573057544,38781.874597999995,13292.495,78.06843876639003,89.05366043444376,0.0,92.85714285714286,0.016642251299290978
2017-12-10,13435.501111111105,11054.3795,8452.8452,74.72653290071685,16330.25628550011,5778.502714499888,53.49743757436048,440.87923352177904,55334.911771,13852.495,64.4742764554269,78.22376888005033,21.42857142857143,85.71428571428572,0.113288071527613
2017-12-11,14068.607777777774,11477.8025,8665.6042,79.10380570321318,17091.99528935048,5863.609710649519,54.189011996600975,461.99486531096954,67155.313533,13985.0,65.6094013870878,69.38403886963492,14.285714285714286,100.0,-0.014346541499653198
2017-12-12,14644.672222222218,11885.005999999998,8874.285399999999,77.07696931054085,17669.68413301796,6100.327866982034,54.83118824582429,420.557462082857,57718.511121999996,14136.0,73.04953062304294,67.71106948851921,7.142857142857143,92.85714285714286,-0.019370042428160428
2017-12-13,15139.59333333333,12285.670999999998,9085.410599999997,74.34688305899209,18054.063638040174,6517.278361959823,53.955800212183966,336.1029834870071,45302.182321,14458.84,77.53332026656219,72.06408409223097,0.0,85.71428571428572,0.018816474971761865
2017-12-14,15654.592222222218,12695.52,9298.310399999998,75.24635662158971,18391.237210855885,6999.802789144116,53.14293989523223,267.8116371944948,56919.049472,14567.79,75.8804390435124,75.48776331103919,0.0,78.57142857142857,0.0737588904302302
2017-12-15,16097.901111111107,13137.510999999999,9531.871599999999,78.49007997876139,18896.019332278083,7379.002667721913,53.03532172090208,270.25813867623106,66100.323419,15179.5,78.6741268330327,77.36262871436911,0.0,100.0,0.08910177578688039
2017-12-16,16376.085555555552,13636.242999999999,9798.548199999997,81.81823896522812,19641.813804198726,7630.67219580127,53.4376851774828,339.1429774005028,70302.95212799999,15953.5,85.07561833710035,79.87672807121515,7.142857142857143,100.0,-0.012701895966320875
